candidate_id,ministry_code,field_name,sector_name,program_code,fiscal_year,account_type,performance_program_name,priority_tier,priority_reason,account_original_budget,fiscal_impact_within_ministry,performance_gap,execution_management,budget_performance_mismatch,fiscal_impact,scenario,scenario_score,scenario_score_within_ministry,scenario_rank_min,scenario_rank_average,scenario_rank_max,scenario_rank_percentile,scenario_rank_min_within_ministry,scenario_rank_average_within_ministry,scenario_rank_max_within_ministry,scenario_rank_percentile_within_ministry,scenario_weights
162:2024:문화및관광:문화예술:1200:FUND,162,문화및관광,문화예술,1200,2024,FUND,정보통신방송국제협력,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,15304000000,0.22033898305084745,0.0,0.08759147935180345,0.0,0.1897810218978102,equal,0.06934312531240341,0.07698261560066272,205,205.0,205,0.01449275362318836,57,57.0,57,0.01754385964912286,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
162:2024:문화및관광:문화예술:1600:FUND,162,문화및관광,문화예술,1600,2024,FUND,정보통신방송기반조성,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,14763000000,0.2033898305084746,0.0,0.0,0.3409198672356567,0.18248175182481752,equal,0.13085040476511856,0.13607742443603282,185,185.0,185,0.11111111111111116,45,45.0,45,0.22807017543859653,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
162:2024:통신:정보통신:2100:GENERAL_ACCOUNT,162,통신,정보통신,2100,2024,GENERAL_ACCOUNT,정보통신융합산업,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH,138052000000,0.7627118644067796,0.0,0.0,0.017239880624692144,0.5766423357664233,equal,0.14847055409777887,0.19498793625786795,176,176.0,176,0.15458937198067635,34,34.0,34,0.42105263157894735,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
102:2024:산업·중소기업및에너지:무역및투자유치:3100:FUND,102,산업·중소기업및에너지,무역및투자유치,3100,2024,FUND,중소기업수출촉진지원,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,45557000000,0.4,0.0,0.5,0.0,0.3357664233576642,equal,0.20894160583941607,0.225,133,133.0,133,0.3623188405797102,25,25.0,25,0.3846153846153846,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
102:2024:산업·중소기업및에너지:중소기업및소상공인육성:5400:GENERAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,5400,2024,GENERAL_ACCOUNT,중소기업인력지원,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH,231315000000,0.65,0.0,0.0,0.5332079631671098,0.656934306569343,equal,0.29753556743411325,0.2958019907917775,78,78.0,78,0.6280193236714976,15,15.0,15,0.641025641025641,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
102:2024:산업·중소기업및에너지:창업및벤처:5100:FUND,102,산업·중소기업및에너지,창업및벤처,5100,2024,FUND,창업환경조성,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,2728640000000,0.95,1.0,0.0,0.0,0.927007299270073,equal,0.4817518248175182,0.48749999999999993,12,12.0,12,0.9468599033816425,3,3.0,3,0.9487179487179487,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
102:2024:산업·중소기업및에너지:창업및벤처:5100:GENERAL_ACCOUNT,102,산업·중소기업및에너지,창업및벤처,5100,2024,GENERAL_ACCOUNT,창업환경조성,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,706371000000,0.75,1.0,0.0,0.0,0.7883211678832117,equal,0.4470802919708029,0.4375,22,22.0,22,0.8985507246376812,6,6.0,6,0.8717948717948718,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
102:2024:산업·중소기업및에너지:창업및벤처:5100:SPECIAL_ACCOUNT,102,산업·중소기업및에너지,창업및벤처,5100,2024,SPECIAL_ACCOUNT,창업환경조성,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,81886000000,0.45,1.0,0.0,0.0,0.45985401459854014,equal,0.36496350364963503,0.3625,45,45.0,45,0.78743961352657,10,10.0,10,0.7692307692307692,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
162:2024:문화및관광:문화예술:1100:GENERAL_ACCOUNT,162,문화및관광,문화예술,1100,2024,GENERAL_ACCOUNT,콘텐츠방송산업육성,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH,52385000000,0.4576271186440678,0.0,0.0,0.050033406509496996,0.3795620437956204,equal,0.10739886257627936,0.12691513128839121,195,195.0,195,0.0628019323671497,48,48.0,48,0.17543859649122806,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
162:2024:통신:방송통신:2400:FUND,162,통신,방송통신,2400,2024,FUND,통신정책지원,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,16096000000,0.23728813559322035,0.0,0.054858349900596425,0.0,0.20437956204379562,equal,0.06480947798609801,0.0730366213734542,207,207.0,207,0.004830917874396157,58,58.0,58,0.0,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
075:2024:보건:보건의료:3200:GENERAL_ACCOUNT,075,보건,보건의료,3200,2024,GENERAL_ACCOUNT,한의학연구및정책개발,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,48507000000,0.38461538461538464,0.0,0.011183952831550086,0.0,0.35766423357664234,equal,0.09221204660204811,0.09894983436173369,200,200.0,200,0.03864734299516903,72,72.0,72,0.0,"{""budget_performance_mismatch"": 0.25, ""execution_management"": 0.25, ""fiscal_impact"": 0.25, ""performance_gap"": 0.25}"
075:2022:보건:보건의료:4100:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4100,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립공주병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,5622000000,0.05714285714285714,1.0,0.5,0.0,0.078125,performance_focus,0.6078125,0.6057142857142856,10,10.0,10,0.9565217391304348,7,7.0,7,0.9154929577464789,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,7193000000,0.08571428571428572,1.0,0.5,0.0,0.09375,performance_focus,0.609375,0.6085714285714285,9,9.0,9,0.961352657004831,5,5.0,5,0.9436619718309859,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2022:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4000,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립춘천병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,5324000000,0.02857142857142857,1.0,1.0,0.0,0.0703125,performance_focus,0.70703125,0.7028571428571428,3,3.0,3,0.9903381642512077,2,2.0,2,0.9859154929577465,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2022:사회복지:취약계층지원:1900:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1900,2022,GENERAL_ACCOUNT,노숙인의사상자지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,7812000000,0.14285714285714285,0.5,1.0,0.0,0.109375,performance_focus,0.4609375,0.4642857142857143,43,43.0,43,0.7971014492753623,18,18.0,18,0.7605633802816901,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2022:보건:보건의료:3000:GENERAL_ACCOUNT,075,보건,보건의료,3000,2022,GENERAL_ACCOUNT,보건산업육성,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,872066500000,0.7142857142857143,0.5,0.5,0.0,0.78125,performance_focus,0.428125,0.42142857142857143,45,45.0,45,0.78743961352657,20,20.0,20,0.7323943661971831,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:보건:건강보험:4900:GENERAL_ACCOUNT,075,보건,건강보험,4900,2023,GENERAL_ACCOUNT,건강보험제도 운영,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT;PROGRAM_STRUCTURE_CONTEXT,10589360000000,0.9230769230769231,0.5,6.374322905255842e-06,0.0,0.9710144927536232,performance_focus,0.34710272413994336,0.3423089671722733,51,51.0,51,0.7584541062801933,24,24.0,24,0.676056338028169,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
019:2023:사회복지:고용:1200:GENERAL_ACCOUNT,019,사회복지,고용,1200,2023,GENERAL_ACCOUNT,고용안전망확충,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;PROGRAM_STRUCTURE_CONTEXT,2342583000000,0.8421052631578947,0.3333333333333333,1.0,0.0017029634951390552,0.9130434782608695,performance_focus,0.45831160719178143,0.4512177856814839,44,44.0,44,0.7922705314009661,9,9.0,9,0.7837837837837838,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
019:2023:사회복지:고용:1000:FUND,019,사회복지,고용,1000,2023,FUND,고용창출,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,913800000000,0.5263157894736842,0.25,1.0,0.30732353906762966,0.7971014492753623,performance_focus,0.4661748527410622,0.43909628676089435,42,42.0,42,0.8019323671497585,10,10.0,10,0.7567567567567568,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
019:2023:사회복지:고용:1000:GENERAL_ACCOUNT,019,사회복지,고용,1000,2023,GENERAL_ACCOUNT,고용창출,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,1952025000000,0.7894736842105263,0.25,0.5,0.16705882352941176,0.8768115942028986,performance_focus,0.3460929241261722,0.337359133126935,53,53.0,53,0.748792270531401,12,12.0,12,0.7027027027027026,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
019:2023:사회복지:고용:1000:SPECIAL_ACCOUNT,019,사회복지,고용,1000,2023,SPECIAL_ACCOUNT,고용창출,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,255818000000,0.42105263157894735,0.25,0.0,0.14414935618291128,0.6666666666666666,performance_focus,0.2204965379032489,0.195935134394477,109,109.0,109,0.4782608695652174,20,20.0,20,0.4864864864864865,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
019:2023:사회복지:고용:1300:FUND,019,사회복지,고용,1300,2023,FUND,고용평등증진,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH;PROGRAM_STRUCTURE_CONTEXT,2715275000000,0.8947368421052632,0.25,0.0,0.008816970656747474,0.927536231884058,performance_focus,0.2195170173197553,0.2162370783418758,111,111.0,111,0.4685990338164251,18,18.0,18,0.5405405405405406,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:보건:보건의료:2700:GENERAL_ACCOUNT,075,보건,보건의료,2700,2023,GENERAL_ACCOUNT,공공보건의료확충,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,1108174000000,0.7692307692307693,0.0,0.0010539861068749132,0.04428817135215228,0.8188405797101449,performance_focus,0.09095248946281995,0.08599150841488237,164,164.0,164,0.2125603864734299,62,62.0,62,0.14084507042253525,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
162:2023:과학기술:과학기술연구지원:1600:GENERAL_ACCOUNT,162,과학기술,과학기술연구지원,1600,2023,GENERAL_ACCOUNT,과학기술기반조성,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,63956000000,0.5,0.5,1.0,0.0,0.42028985507246375,performance_focus,0.4920289855072464,0.5,41,41.0,41,0.8067632850241546,3,3.0,3,0.9649122807017544,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:보건:보건의료:4100:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4100,2023,RESPONSIBLE_OPERATION_ACCOUNT,국립공주병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,5872000000,0.07692307692307693,1.0,0.5,0.0,0.09420289855072464,performance_focus,0.6094202898550725,0.6076923076923076,8,8.0,8,0.966183574879227,6,6.0,6,0.9295774647887324,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2023,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;PROGRAM_STRUCTURE_CONTEXT,7306000000,0.1282051282051282,0.5,0.7340542020257322,0.07966055297016152,0.10869565217391304,performance_focus,0.4236125162165701,0.4255634638196916,46,46.0,46,0.782608695652174,19,19.0,19,0.7464788732394366,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:사회복지:취약계층지원:1800:RESPONSIBLE_OPERATION_ACCOUNT,075,사회복지,취약계층지원,1800,2023,RESPONSIBLE_OPERATION_ACCOUNT,국립재활원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,32119000000,0.3333333333333333,0.5,0.5,0.07263613437529189,0.2608695652173913,performance_focus,0.3906141833967975,0.39786056020839167,47,47.0,47,0.7777777777777778,21,21.0,21,0.7183098591549295,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:보건:보건의료:3700:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3700,2023,RESPONSIBLE_OPERATION_ACCOUNT,국립정신건강센터,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;PROGRAM_STRUCTURE_CONTEXT,17756000000,0.23076923076923078,0.5,0.5,0.010559810768191034,0.18115942028985507,performance_focus,0.3702279041826237,0.37518888523056126,48,48.0,48,0.7729468599033816,22,22.0,22,0.704225352112676,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4000,2023,RESPONSIBLE_OPERATION_ACCOUNT,국립춘천병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,5694000000,0.05128205128205128,1.0,1.0,0.21742184755883387,0.08695652173913043,performance_focus,0.7521800216856798,0.7486125746399719,1,1.0,1,1.0,1,1.0,1,1.0,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:보건:보건의료:3300:GENERAL_ACCOUNT,075,보건,보건의료,3300,2023,GENERAL_ACCOUNT,국민건강생활실천,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,172081000000,0.46153846153846156,1.0,0.07345378048709619,0.0,0.5869565217391305,performance_focus,0.5733864082713322,0.5608446022512654,26,26.0,26,0.8792270531400966,14,14.0,14,0.8169014084507042,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
019:2023:사회복지:노동:3000:FUND,019,사회복지,노동,3000,2023,FUND,근로조건보호및복지증진,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,1029040000000,0.5789473684210527,0.0,0.015183083262069502,0.00539531990981886,0.8115942028985508,performance_focus,0.08527510092423275,0.06201041747648294,175,175.0,175,0.1594202898550725,36,36.0,36,0.05405405405405406,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:사회복지:기초생활보장:1100:GENERAL_ACCOUNT,075,사회복지,기초생활보장,1100,2023,GENERAL_ACCOUNT,기초생활보장,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,16405912000000,0.9487179487179487,1.0,1.2190727342679882e-07,0.013875851583258523,0.9855072463768116,performance_focus,0.6013259193357876,0.5976469895699014,11,11.0,11,0.9516908212560387,8,8.0,8,0.9014084507042254,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:사회복지:아동·보육:3100:GENERAL_ACCOUNT,075,사회복지,아동·보육,3100,2023,GENERAL_ACCOUNT,보육지원강화,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,6678017000000,0.8974358974358975,0.5,0.0003485316075116311,0.12140235641808039,0.9565217391304348,performance_focus,0.3700023515181619,0.3640937673487082,49,49.0,49,0.7681159420289855,23,23.0,23,0.6901408450704225,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
019:2023:사회복지:노동:4100:FUND,019,사회복지,노동,4100,2023,FUND,산업재해예방,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,1198698000000,0.6842105263157895,0.3333333333333333,0.0,0.0024590569656966696,0.8333333333333334,performance_focus,0.25049181139313936,0.235579530691385,98,98.0,98,0.5314009661835748,16,16.0,16,0.5945945945945945,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
162:2023:통신:우정:5100:SPECIAL_ACCOUNT,162,통신,우정,5100,2023,SPECIAL_ACCOUNT,우정서비스,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,1982736000000,0.9827586206896551,0.5,0.0,0.05734575858813276,0.8840579710144928,performance_focus,0.3498749488190758,0.35974501378659207,50,50.0,50,0.7632850241545894,4,4.0,4,0.9473684210526316,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
162:2023:통신:정보통신:2000:FUND,162,통신,정보통신,2000,2023,FUND,인터넷융합산업,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,159344000000,0.7241379310344828,0.5,0.0,0.04079224821769254,0.5652173913043478,performance_focus,0.3146801887739733,0.3305722427469868,70,70.0,70,0.6666666666666667,9,9.0,9,0.8596491228070176,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
162:2023:통신:정보통신:2000:GENERAL_ACCOUNT,162,통신,정보통신,2000,2023,GENERAL_ACCOUNT,인터넷융합산업,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,100556000000,0.6206896551724138,0.5,0.0,0.03977882970683003,0.4927536231884058,performance_focus,0.3072311282602066,0.32002473145860744,73,73.0,73,0.6521739130434783,12,12.0,12,0.8070175438596492,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
162:2023:통신:정보통신:2000:SPECIAL_ACCOUNT,162,통신,정보통신,2000,2023,SPECIAL_ACCOUNT,인터넷융합산업,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,75094000000,0.5344827586206896,0.5,0.0,0.059259061975657175,0.43478260869565216,performance_focus,0.30533007326469663,0.3153000882572004,76,76.0,76,0.6376811594202898,13,13.0,13,0.7894736842105263,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
019:2023:사회복지:고용:1400:FUND,019,사회복지,고용,1400,2023,FUND,장애인고용증진,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,793474000000,0.47368421052631576,0.0,0.0028999059830567856,0.0003831253450018526,0.782608695652174,performance_focus,0.07891747583082913,0.04802502731824331,177,177.0,177,0.1497584541062802,37,37.0,37,0.027027027027026973,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:사회복지:취약계층지원:1500:FUND,075,사회복지,취약계층지원,1500,2023,FUND,장애인생활안정 및 재활 지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,7224000000,0.10256410256410256,0.5,0.0,0.2768549280177187,0.10144927536231885,performance_focus,0.3155159131397756,0.31562739585995403,68,68.0,68,0.6763285024154589,33,33.0,33,0.5492957746478873,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:사회복지:취약계층지원:1500:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1500,2023,GENERAL_ACCOUNT,장애인생활안정 및 재활 지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,4532450000000,0.8717948717948718,0.5,0.0,6.905757371840837e-05,0.9492753623188406,performance_focus,0.3449413477466277,0.33719329869423087,55,55.0,55,0.7391304347826086,26,26.0,26,0.647887323943662,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:사회복지:아동·보육:2500:FUND,075,사회복지,아동·보육,2500,2023,FUND,저출산대응및인구정책지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,19906000000,0.2564102564102564,1.0,0.33648146287551495,0.0,0.2028985507246377,performance_focus,0.5875861476475667,0.5929373182161286,17,17.0,17,0.9227053140096618,9,9.0,9,0.8873239436619719,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
075:2023:사회복지:아동·보육:2500:GENERAL_ACCOUNT,075,사회복지,아동·보육,2500,2023,GENERAL_ACCOUNT,저출산대응및인구정책지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,2625301000000,0.8461538461538461,1.0,0.0010497843866284285,0.0,0.9202898550724637,performance_focus,0.5922389423845721,0.5848253414927104,16,16.0,16,0.927536231884058,10,10.0,10,0.8732394366197183,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
102:2023:산업·중소기업및에너지:중소기업및소상공인육성:2100:GENERAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,2100,2023,GENERAL_ACCOUNT,중소기업기술개발지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,1481056000000,0.8636363636363636,1.0,0.0,0.0038708867186656006,0.855072463768116,performance_focus,0.5862814237205447,0.5871378137073695,18,18.0,18,0.9178743961352657,4,4.0,4,0.9230769230769231,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
102:2023:산업·중소기업및에너지:중소기업및소상공인육성:2100:SPECIAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,2100,2023,SPECIAL_ACCOUNT,중소기업기술개발지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,271720000000,0.6363636363636364,1.0,0.0,0.05712866185779479,0.6739130434782609,performance_focus,0.578817036719385,0.5750620960079226,24,24.0,24,0.8888888888888888,6,6.0,6,0.8717948717948718,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.2, ""fiscal_impact"": 0.1, ""performance_gap"": 0.5}"
