source_indicator_id,reviewer,review_status,review_note,review_confirmed_at
중기부-2023-II2-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 2쪽(별첨1 세부현황)의 ②신규수출기업수 목표치가 '1,834(개)'로 인쇄되어 있어 수기입력값(1834)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 6쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '1,605'가 실려 있고, 별첨6 변경사항표에 변경전 1,834(개)→변경후 1,605, 수정사유 '최근 5년간 전체 중소기업 신규 수출기업 수 증가율인 -3.1%보다 높은 3% 증가율 적용'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 1759, 달성률 109.6%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-III1-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"이 행은 review_reason에 'PLAN_REPORT_NAME_CHANGE_DOCUMENTED_IN_별첨6'이 붙어 OCR_REQUIRED로 분류됐지만, 실제로는 지표명이 바뀐 게 아니라 수기 엑셀의 report쪽 지표명 칸(manual_indicator_name_report)에 '3년차'라는 오타가 들어가 있었습니다(plan쪽·pdf_plan_indicator_name·별첨6 변경전/변경후 지표명 전부 '수혜 창업기업 2년차 생존율'로 일관됨). 2023년도 성과보고서_중소벤처기업부-179-226.pdf 7쪽(별첨3 세부현황, 프로그램목표Ⅲ-1)을 렌더링해 육안 확인한 결과 '②수혜 창업기업 2년차 생존율(%) 목표 82.6, 실적 89.3, 달성률 108.1%'로 인쇄돼 있어 수기입력값(목표 82.6, 실적 89.3, 달성률 108.1)과 정확히 일치합니다. 자동매칭이 report 쪽 지표명을 못 찾은 것은 수기 엑셀의 오타 때문이며 원문 자체에는 문제가 없습니다.",2026-07-28
중기부-2023-III1-03,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 2쪽(별첨1 세부현황)의 ③자금 공급 수혜 창업기업 매출액 증가율 목표치가 '9.14(%)'로 인쇄되어 있어 수기입력값(9.14)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 7쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '10.01'가 실려 있고, 별첨6 변경사항표에 변경전 9.14(%)→변경후 10.01, 수정사유 '최근 3개년 국내 중소기업 영리법인 매출액 증가율(%)의 평균값에 도전적 목표로 10% 추가 상향한 값 반영'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 14.4, 달성률 143.9%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-III2-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 2쪽(별첨1 세부현황)의 ①벤처투자 받은 기업의 기업당 평균 고용 증가 목표치가 '9.82(명)'로 인쇄되어 있어 수기입력값(9.82)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 7쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '9.23'가 실려 있고, 별첨6 변경사항표에 변경전 9.82(명)→변경후 9.23, 수정사유 ''22년말 기업당 평균 고용증가 9.22명으로 목표 9.81명 대비 실적 하회하여 현실화'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 11.0, 달성률 119.2%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-III2-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 2쪽(별첨1 세부현황)의 ②벤처기업 고용인원증가율 목표치가 '9.29(%)'로 인쇄되어 있어 수기입력값(9.29)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 7쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '7.80'가 실려 있고, 별첨6 변경사항표에 변경전 9.29(%)→변경후 7.80, 수정사유 ''22년말 고용인원증가율은 7.79%로 목표 9.28% 대비 실적 하회하여 현실화'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 10.57, 달성률 135.5%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-III2-03,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 2쪽(별첨1 세부현황)의 ③매출 천억원을 달성한 벤처확인 이력기업 수 목표치가 '658(개)'로 인쇄되어 있어 수기입력값(658)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 7쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '744'가 실려 있고, 별첨6 변경사항표에 변경전 658(개)→변경후 744, 수정사유 ''22년 말 벤처확인 이력기업수가 739개사로 목표 639개를 상회하여 현실화'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 869, 달성률 116.8%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-III3-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 2쪽(별첨1 세부현황)의 ①신규보증지원기업과 일반중소기업의 고용증가율 차이 목표치가 '7.2(%p)'로 인쇄되어 있어 수기입력값(7.2)과 일치합니다. 보고서(2023년도 성과보고서_중소벤처기업부-179-226.pdf) 7쪽 표의 '목표' 칸에는 개정 목표치 '7.4'가 실려 있습니다. 별첨6 변경사항표(2023년도 성과보고서_중소벤처기업부-179-226.pdf 36쪽, 원본 210쪽)를 원문 그대로 다시 읽어보니 이 지표의 '수정사유' 칸은 실제로 비어 있고(다음 지표 행인 ②고용증가율 차이 5.8→5.8의 '<변경사항 없음>' 문구가 물리적으로 붙어 있음), 종전 파이프라인은 이 다음 행의 문구를 잘못 흡수해 documented_change_reason_raw='변경사항 없음'으로 채웠습니다. 이번에 find_change_evidence()의 사유 검색 루프에 '분야(일반/재정) 줄을 찾은 뒤 다음 지표의 예산 숫자 줄이 나오면 이 지표의 사유 칸은 빈 칸으로 보고 더 이상 찾지 않는다'는 경계 조건을 추가해 수정했습니다(src/performance_pipeline/pdf_reconciliation.py find_change_evidence). 수정 후 이 행의 documented_change_reason_raw는 None(빈 칸)으로 정확히 나옵니다. 값(7.2→7.4)과 실적/달성률(7쪽에서 실적 10.4, 달성률 140.5%로 육안 확인, 수기입력값과 일치)은 오류가 아니며, 단지 원문에 사유 서술이 없을 뿐입니다.",2026-07-28
중기부-2023-IIII1-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"이 행은 plan_target_match_status·report_target_match_status·report_actual_match_status·report_achievement_rate_match_status가 이미 전부 EXACT_MATCH이고, overall_reconciliation_status만 별첨6 지표명 변경 확인으로 MATCH_AFTER_CHANGE입니다. 2023년도 성과보고서_중소벤처기업부-179-226.pdf 8쪽에서 ①등록특허 SMART 평가 목표 4.2, 실적 4.0, 달성률 95.2%로 육안 재확인해 수기입력값과 일치함을 확인했습니다. 추가로 채택할 값이 없어 검수만 확정합니다.",2026-07-28
중기부-2023-IIII1-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 37쪽(별첨1 세부현황)의 ②정부출연금 1억원 당 누적 매출액 목표치가 '2.46(억원)'로 인쇄되어 있어 수기입력값(2.46)과 일치합니다. 2023년도 성과보고서_중소벤처기업부-179-226.pdf 8쪽을 렌더링해 육안 확인한 결과 '24년(원문상 3개년 표의 마지막 열, 실제로는 '23년) 실적 (2.36), 달성률 95.9%로 인쇄되어 있어 수기입력값(실적 2.36, 달성률 95.9)과 일치합니다. 자동추출이 None으로 남은 것은 실적 셀이 괄호로 감싸인 음영표기 '(2.36)' 형식이라 숫자 파서가 건너뛴 것으로 보이며, 값 자체는 오류가 아닙니다.",2026-07-28
중기부-2023-IIIII2-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 3쪽(별첨1 세부현황)의 ①동반성장 협약체결 건수 목표치가 '235(건)'로 인쇄되어 있어 수기입력값(235)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 9쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '246'가 실려 있고, 별첨6 변경사항표에 변경전 235(건)→변경후 246, 수정사유 '최근 3년 실적('20~'22)의 평균을 감안하여 목표치 상향'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 259, 달성률 105.3%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2024-I1-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2024년도 성과보고서_중소벤처기업부-159-208.pdf 4쪽(별첨3 세부현황)을 렌더링해 육안 확인한 결과 ①혁신바우처 지원업체 매출액 증가율 '24년 목표 4.1, 실적 4.1, 달성률 100.0%로 인쇄되어 있어 수기입력값(목표 4.1, 실적 4.1)과 정확히 일치합니다. 자동추출이 이 행의 실적을 못 찾아 PDF_MISSING_MANUAL_PRESENT로 표시됐을 뿐이며, 수기값이 원문과 일치하므로 수기값을 그대로 유지합니다.",2026-07-28
중기부-2024-I2-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"이 행은 plan_target_match_status·report_target_match_status·report_actual_match_status·report_achievement_rate_match_status가 이미 전부 EXACT_MATCH이고, overall_reconciliation_status만 별첨6 지표명 변경 확인으로 MATCH_AFTER_CHANGE입니다. 2024년도 성과보고서_중소벤처기업부-159-208.pdf 5쪽에서 ①지역산업육성R&D사업 사업화매출 목표 4.24, 실적 6.12, 달성률 144.3%로 육안 재확인해 수기입력값과 일치함을 확인했습니다. 추가로 채택할 값이 없어 검수만 확정합니다.",2026-07-28
중기부-2024-I2-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2024년도 성과계획서_중소벤처기업부-188-226.pdf 1쪽(별첨1 세부현황)의 ②규제자유특구 혁신사업육성 사업화 성공률 목표치가 '50.4(%)'로 인쇄되어 있어 수기입력값(50.4)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2024년도 성과보고서_중소벤처기업부-159-208.pdf 5쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '51.5'가 실려 있고, 별첨6 변경사항표에 변경전 50.4(%)→변경후 51.5, 수정사유 '목표치 설정근거인 '중소기업 R&D 사업화 성공률'의 최근 실적 반영에 따른 목표치 상향 조정'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값이라 추가 채택이 필요 없습니다.",2026-07-28
중기부-2024-II1-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"이 행은 plan_target_match_status·report_target_match_status·report_actual_match_status·report_achievement_rate_match_status가 이미 전부 EXACT_MATCH이고, overall_reconciliation_status만 별첨6 지표명 변경 확인으로 MATCH_AFTER_CHANGE입니다. 2024년도 성과보고서_중소벤처기업부-159-208.pdf 5쪽에서 ①자금공급 수혜 중소기업 매출액 증가율 목표 8.97, 실적 10.83, 달성률 120.7%로 육안 재확인해 수기입력값과 일치함을 확인했습니다. 추가로 채택할 값이 없어 검수만 확정합니다.",2026-07-28
중기부-2024-II1-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2024년도 성과계획서_중소벤처기업부-188-226.pdf 1쪽(별첨1 세부현황)의 ②중소기업 보증공급 목표치가 '126.5(조원)'로 인쇄되어 있어 수기입력값(126.5)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2024년도 성과보고서_중소벤처기업부-159-208.pdf 5쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '102.5'가 실려 있고, 별첨6 변경사항표에 변경전 126.5(조원)→변경후 102.5, 수정사유 '당초 보증기관 목표치 합계 단순 오기 정정'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값이라 추가 채택이 필요 없습니다. 이 건은 실적 기반 조정이 아니라 계획서 원문 자체의 합산 오기를 사후에 바로잡은 사례입니다.",2026-07-28
중기부-2024-II2-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2024년도 성과계획서_중소벤처기업부-188-226.pdf 2쪽(별첨1 세부현황)의 ①수출지원 기업 수출액 증가율 목표치가 '3.2(%)'로 인쇄되어 있어 수기입력값(3.2)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2024년도 성과보고서_중소벤처기업부-159-208.pdf 6쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '3.9'가 실려 있고, 별첨6 변경사항표에 변경전 3.2(%)→변경후 3.9, 수정사유 ''24년 성과계획서 기재부 1차 검토 이후 '24년 목표치 상향(3.2%→3.9%)'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값이라 추가 채택이 필요 없습니다.",2026-07-28
중기부-2024-III1-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2024년도 성과계획서_중소벤처기업부-188-226.pdf 2쪽(별첨1 세부현황)의 ①기술기반업종 창업기업 수 목표치가 '231,820(개)'로 인쇄되어 있어 수기입력값(231820)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2024년도 성과보고서_중소벤처기업부-159-208.pdf 6쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '233,033'가 실려 있고, 별첨6 변경사항표에 변경전 231,820(개)→변경후 233,033, 수정사유 '창업저변확대 사업 증액(+4,500백만원) 등 관련 사업 예산변동 반영'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값이라 추가 채택이 필요 없습니다.",2026-07-28
중기부-2024-III1-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2024년도 성과계획서_중소벤처기업부-188-226.pdf 2쪽(별첨1 세부현황)의 ①벤처기업 고용증가율 목표치가 '1.8(%)'로 인쇄되어 있어 수기입력값(1.8)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2024년도 성과보고서_중소벤처기업부-159-208.pdf 6쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '4.09'가 실려 있고, 별첨6 변경사항표에 변경전 1.8(%)→변경후 4.09, 수정사유 '벤처기업경쟁력강화 사업 증액(+1,120백만원)'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 15.6, 달성률 381.4%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2024-IIII1-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2024년도 성과계획서_중소벤처기업부-188-226.pdf 2쪽(별첨1 세부현황)의 ①인력양성사업 대상자 취업률 목표치가 '75.5(%)'로 인쇄되어 있어 수기입력값(75.5)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2024년도 성과보고서_중소벤처기업부-159-208.pdf 6쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '76.0'가 실려 있고, 별첨6 변경사항표에 변경전 75.5(%)→변경후 76.0, 수정사유 '마이스터고육성 사업 증액(+1,153백만원), 연수사업 증액(+300백만원)'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 79.3, 달성률 104.3%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2024-IIIII1-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2024년도 성과계획서_중소벤처기업부-188-226.pdf 2쪽(별첨1 세부현황)의 ①동반성장 협약체결 건수 목표치가 '282(건)'로 인쇄되어 있어 수기입력값(282)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2024년도 성과보고서_중소벤처기업부-159-208.pdf 7쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '285'가 실려 있고, 별첨6 변경사항표에 변경전 282(건)→변경후 285, 수정사유 ''23년 실적치 확정에 따른 목표치 상향 조정'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 316, 달성률 110.9%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
